4,0,49,10
8,1,29,3
9,1,50,43
10,0,47,47
11,0,12,44
12,1,46,14
13,1,42,31
14,1,40,12
15,1,36,15
16,1,25,8
17,0,12,11
18,0,22,28
19,1,21,15
20,0,23,45
21,0,45,33
22,1,27,48
23,1,46,45
24,0,33,12
26,1,27,18
27,0,26,3
28,0,3,31
29,1,45,48
30,0,41,16
33,1,37,45
34,1,32,28
35,1,46,28
